"cod_hito";"rpm";"limite_exigido";"frecuencia_exigida";"fecha_emision"
1334;2956;"6 - 8,5";240;"04-05-2010"
1335;2956;"6 - 8,5";240;"04-05-2010"
1336;2956;"6 - 8,5";240;"04-05-2010"
1337;2956;"6 - 8,5";240;"04-05-2010"
1338;2956;"6 - 8,5";240;"04-05-2010"
1339;2956;"6 - 8,5";240;"04-05-2010"
1340;2956;"6 - 8,5";240;"04-05-2010"
1341;2956;"6 - 8,5";240;"04-05-2010"
1342;2956;"6 - 8,5";240;"04-05-2010"
1343;2956;"6 - 8,5";240;"04-05-2010"
1344;2956;"6 - 8,5";240;"04-05-2010"
1345;2956;"6 - 8,5";240;"04-05-2010"
1346;2956;"6 - 8,5";240;"04-05-2010"
1347;2956;"6 - 8,5";240;"04-05-2010"
1348;2956;"6 - 8,5";240;"04-05-2010"
1349;2956;"6 - 8,5";240;"04-05-2010"
1350;2956;"6 - 8,5";240;"04-05-2010"
1351;2956;"6 - 8,5";240;"04-05-2010"
1352;2956;"6 - 8,5";240;"04-05-2010"
1353;2956;"6 - 8,5";240;"04-05-2010"
1354;2956;"6 - 8,5";240;"04-05-2010"
1355;2956;"6 - 8,5";240;"04-05-2010"
1356;2956;"6 - 8,5";240;"04-05-2010"
1357;2956;"6 - 8,5";240;"04-05-2010"
1358;2956;"6 - 8,5";240;"04-05-2010"
1359;2956;"6 - 8,5";240;"04-05-2010"
1360;2956;"6 - 8,5";240;"04-05-2010"
1361;2956;"6 - 8,5";240;"04-05-2010"
1362;2956;"6 - 8,5";240;"04-05-2010"
1363;2956;"6 - 8,5";240;"04-05-2010"
1364;2956;"6 - 8,5";240;"04-05-2010"
1365;2956;"6 - 8,5";240;"04-05-2010"
1366;2956;"6 - 8,5";240;"04-05-2010"
1367;2956;"6 - 8,5";240;"04-05-2010"
1368;2956;"6 - 8,5";240;"04-05-2010"
1369;2956;"6 - 8,5";240;"04-05-2010"
1370;2956;"6 - 8,5";240;"04-05-2010"
1371;2956;"6 - 8,5";240;"04-05-2010"
1372;2956;"6 - 8,5";240;"04-05-2010"
1373;2956;"6 - 8,5";240;"04-05-2010"
1374;2956;"6 - 8,5";240;"04-05-2010"
1375;2956;"6 - 8,5";240;"04-05-2010"
1376;2956;"6 - 8,5";240;"04-05-2010"
1377;2956;"6 - 8,5";240;"04-05-2010"
1378;2956;"6 - 8,5";240;"04-05-2010"
1379;2956;"6 - 8,5";240;"04-05-2010"
1380;2956;"6 - 8,5";240;"04-05-2010"
1381;2956;"6 - 8,5";240;"04-05-2010"
1382;2956;"6 - 8,5";240;"04-05-2010"
1383;2956;"6 - 8,5";240;"04-05-2010"
1384;2956;"6 - 8,5";240;"04-05-2010"
1385;2956;"6 - 8,5";240;"04-05-2010"
1386;2956;"6 - 8,5";240;"04-05-2010"
1387;2956;"6 - 8,5";240;"04-05-2010"
1388;2956;"6 - 8,5";240;"04-05-2010"
1389;2956;"6 - 8,5";240;"04-05-2010"
1390;2956;"6 - 8,5";240;"04-05-2010"
1391;2956;"6 - 8,5";240;"04-05-2010"
1392;2956;"6 - 8,5";240;"04-05-2010"
1393;2956;"6 - 8,5";240;"04-05-2010"
1394;2956;"6 - 8,5";240;"04-05-2010"
1395;2956;"6 - 8,5";240;"04-05-2010"
1396;2956;"6 - 8,5";240;"04-05-2010"
1397;2956;"6 - 8,5";240;"04-05-2010"
1398;2956;"6 - 8,5";240;"04-05-2010"
1399;2956;"6 - 8,5";240;"04-05-2010"
1400;2956;"6 - 8,5";240;"04-05-2010"
1401;2956;"6 - 8,5";240;"04-05-2010"
1402;2956;"6 - 8,5";240;"04-05-2010"
1403;2956;"6 - 8,5";240;"04-05-2010"
1404;2956;"6 - 8,5";240;"04-05-2010"
1405;2956;"6 - 8,5";240;"04-05-2010"
1406;2956;"6 - 8,5";240;"04-05-2010"
1407;2956;"6 - 8,5";240;"04-05-2010"
1408;2956;"6 - 8,5";240;"04-05-2010"
1409;2956;"6 - 8,5";240;"04-05-2010"
1410;2956;"6 - 8,5";240;"04-05-2010"
1411;2956;"6 - 8,5";240;"04-05-2010"
1412;2956;"6 - 8,5";240;"04-05-2010"
1413;2956;"6 - 8,5";240;"04-05-2010"
1414;2956;"6 - 8,5";240;"04-05-2010"
1415;2956;"6 - 8,5";240;"04-05-2010"
1416;2956;"6 - 8,5";240;"04-05-2010"
1417;2956;"6 - 8,5";240;"04-05-2010"
1418;2956;"6 - 8,5";240;"04-05-2010"
1419;2956;"6 - 8,5";240;"04-05-2010"
1420;2956;"6 - 8,5";240;"04-05-2010"
1421;2956;"6 - 8,5";240;"04-05-2010"
1422;2956;"6 - 8,5";240;"04-05-2010"
1423;2956;"6 - 8,5";240;"04-05-2010"
1424;2956;"6 - 8,5";240;"04-05-2010"
1425;2956;"6 - 8,5";240;"04-05-2010"
1426;2956;"6 - 8,5";240;"04-05-2010"
1427;2956;"6 - 8,5";240;"04-05-2010"
1428;2956;"6 - 8,5";240;"04-05-2010"
1429;2956;"6 - 8,5";240;"04-05-2010"
1430;2956;"6 - 8,5";240;"04-05-2010"
1431;2956;"6 - 8,5";240;"04-05-2010"
1432;2956;"6 - 8,5";240;"04-05-2010"
1433;2956;"6 - 8,5";240;"04-05-2010"
1434;2956;"6 - 8,5";240;"04-05-2010"
1435;2956;"6 - 8,5";240;"04-05-2010"
1436;2956;"6 - 8,5";240;"04-05-2010"
1437;2956;"6 - 8,5";240;"04-05-2010"
1438;2956;"6 - 8,5";240;"04-05-2010"
1439;2956;"6 - 8,5";240;"04-05-2010"
1440;2956;"6 - 8,5";240;"04-05-2010"
1441;2956;"6 - 8,5";240;"04-05-2010"
1442;2956;"6 - 8,5";240;"04-05-2010"
1443;2956;"6 - 8,5";240;"04-05-2010"
1444;2956;"6 - 8,5";240;"04-05-2010"
1445;2956;"6 - 8,5";240;"04-05-2010"
1446;2956;"6 - 8,5";240;"04-05-2010"
1447;2956;"6 - 8,5";240;"04-05-2010"
1448;2956;"6 - 8,5";240;"04-05-2010"
1449;2956;"6 - 8,5";240;"04-05-2010"
1450;2956;"6 - 8,5";240;"04-05-2010"
1451;2956;"6 - 8,5";240;"04-05-2010"
1452;2956;"6 - 8,5";240;"04-05-2010"
1453;2956;"6 - 8,5";240;"04-05-2010"
1454;2956;"6 - 8,5";240;"04-05-2010"
1455;2956;"6 - 8,5";240;"04-05-2010"
1456;2956;"6 - 8,5";240;"04-05-2010"
1457;2956;"6 - 8,5";240;"04-05-2010"
1458;2956;"6 - 8,5";240;"04-05-2010"
1459;2956;"6 - 8,5";240;"04-05-2010"
1460;2956;"6 - 8,5";240;"04-05-2010"
1461;2956;"6 - 8,5";240;"04-05-2010"
1462;2956;"6 - 8,5";240;"04-05-2010"
1463;2956;"6 - 8,5";240;"04-05-2010"
1464;2956;"6 - 8,5";240;"04-05-2010"
1465;2956;"6 - 8,5";240;"04-05-2010"
1466;2956;"6 - 8,5";240;"04-05-2010"
1467;2956;"6 - 8,5";240;"04-05-2010"
1468;2956;"6 - 8,5";240;"04-05-2010"
1469;2956;"6 - 8,5";240;"04-05-2010"
1470;2956;"6 - 8,5";240;"04-05-2010"
1471;2956;"6 - 8,5";240;"04-05-2010"
1472;2956;"6 - 8,5";240;"04-05-2010"
1473;2956;"6 - 8,5";240;"04-05-2010"
1474;2956;"6 - 8,5";240;"04-05-2010"
1475;2956;"6 - 8,5";240;"04-05-2010"
1476;2956;"6 - 8,5";240;"04-05-2010"
1477;2956;"6 - 8,5";240;"04-05-2010"
1478;2956;"6 - 8,5";240;"04-05-2010"
1479;2956;"6 - 8,5";240;"04-05-2010"
1480;2956;"6 - 8,5";240;"04-05-2010"
1481;2956;"6 - 8,5";240;"04-05-2010"
1482;2956;"6 - 8,5";240;"04-05-2010"
1483;2956;"6 - 8,5";240;"04-05-2010"
1484;2956;"6 - 8,5";240;"04-05-2010"
1485;2956;"6 - 8,5";240;"04-05-2010"
1486;2956;"6 - 8,5";240;"04-05-2010"
1487;2956;"6 - 8,5";240;"04-05-2010"
1488;2956;"6 - 8,5";240;"04-05-2010"
1489;2956;"6 - 8,5";240;"04-05-2010"
1490;2956;"6 - 8,5";240;"04-05-2010"
1491;2956;"6 - 8,5";240;"04-05-2010"
1492;2956;"6 - 8,5";240;"04-05-2010"
1493;2956;"6 - 8,5";240;"04-05-2010"
1494;2956;"6 - 8,5";240;"04-05-2010"
1495;2956;"6 - 8,5";240;"04-05-2010"
1496;2956;"6 - 8,5";240;"04-05-2010"
1497;2956;"6 - 8,5";240;"04-05-2010"
1498;2956;"6 - 8,5";240;"04-05-2010"
1499;2956;"6 - 8,5";240;"04-05-2010"
1500;2956;"6 - 8,5";240;"04-05-2010"
1501;2956;"6 - 8,5";240;"04-05-2010"
1502;2956;"6 - 8,5";240;"04-05-2010"
1503;2956;"6 - 8,5";240;"04-05-2010"
1504;2956;"6 - 8,5";240;"04-05-2010"
1505;2956;"6 - 8,5";240;"04-05-2010"
1506;2956;"6 - 8,5";240;"04-05-2010"
1507;2956;"6 - 8,5";240;"04-05-2010"
1508;2956;"6 - 8,5";240;"04-05-2010"
1509;2956;"6 - 8,5";240;"04-05-2010"
1510;2956;"6 - 8,5";240;"04-05-2010"
1511;2956;"6 - 8,5";240;"04-05-2010"
1512;2956;"6 - 8,5";240;"04-05-2010"
1513;2956;"6 - 8,5";240;"04-05-2010"
1514;2956;"6 - 8,5";240;"04-05-2010"
1515;2956;"6 - 8,5";240;"04-05-2010"
1516;2956;"6 - 8,5";240;"04-05-2010"
1517;2956;"6 - 8,5";240;"04-05-2010"
1518;2956;"6 - 8,5";240;"04-05-2010"
1519;2956;"6 - 8,5";240;"04-05-2010"
1520;2956;"6 - 8,5";240;"04-05-2010"
1521;2956;"6 - 8,5";240;"04-05-2010"
1522;2956;"6 - 8,5";240;"04-05-2010"
1523;2956;"6 - 8,5";240;"04-05-2010"
1524;2956;"6 - 8,5";240;"04-05-2010"
1525;2956;"6 - 8,5";240;"04-05-2010"
1526;2956;"6 - 8,5";240;"04-05-2010"
1527;2956;"6 - 8,5";240;"04-05-2010"
1528;2956;"6 - 8,5";240;"04-05-2010"
1529;2956;"6 - 8,5";240;"04-05-2010"
1530;2956;"6 - 8,5";240;"04-05-2010"
1531;2956;"6 - 8,5";240;"04-05-2010"
30304;3277;"6 - 8,5";360;"22-08-2011"
30305;3277;"6 - 8,5";360;"22-08-2011"
30306;3277;"6 - 8,5";360;"22-08-2011"
30307;3277;"6 - 8,5";360;"22-08-2011"
30308;3277;"6 - 8,5";360;"22-08-2011"
30309;3277;"6 - 8,5";360;"22-08-2011"
30310;3277;"6 - 8,5";360;"22-08-2011"
30311;3277;"6 - 8,5";360;"22-08-2011"
30312;3277;"6 - 8,5";360;"22-08-2011"
30313;3277;"6 - 8,5";360;"22-08-2011"
30314;3277;"6 - 8,5";360;"22-08-2011"
30315;3277;"6 - 8,5";360;"22-08-2011"
30316;3277;"6 - 8,5";360;"22-08-2011"
30317;3277;"6 - 8,5";360;"22-08-2011"
30318;3277;"6 - 8,5";360;"22-08-2011"
30319;3277;"6 - 8,5";360;"22-08-2011"
30320;3277;"6 - 8,5";360;"22-08-2011"
30321;3277;"6 - 8,5";360;"22-08-2011"
30322;3277;"6 - 8,5";360;"22-08-2011"
30323;3277;"6 - 8,5";360;"22-08-2011"
30324;3277;"6 - 8,5";360;"22-08-2011"
30325;3277;"6 - 8,5";360;"22-08-2011"
30326;3277;"6 - 8,5";360;"22-08-2011"
30327;3277;"6 - 8,5";360;"22-08-2011"
30328;3277;"6 - 8,5";360;"22-08-2011"
30329;3277;"6 - 8,5";360;"22-08-2011"
30330;3277;"6 - 8,5";360;"22-08-2011"
30331;3277;"6 - 8,5";360;"22-08-2011"
30332;3277;"6 - 8,5";360;"22-08-2011"
30333;3277;"6 - 8,5";360;"22-08-2011"
30334;3277;"6 - 8,5";360;"22-08-2011"
30335;3277;"6 - 8,5";360;"22-08-2011"
30336;3277;"6 - 8,5";360;"22-08-2011"
30337;3277;"6 - 8,5";360;"22-08-2011"
30338;3277;"6 - 8,5";360;"22-08-2011"
30339;3277;"6 - 8,5";360;"22-08-2011"
30340;3277;"6 - 8,5";360;"22-08-2011"
30341;3277;"6 - 8,5";360;"22-08-2011"
30342;3277;"6 - 8,5";360;"22-08-2011"
30343;3277;"6 - 8,5";360;"22-08-2011"
30344;3277;"6 - 8,5";360;"22-08-2011"
30345;3277;"6 - 8,5";360;"22-08-2011"
30346;3277;"6 - 8,5";360;"22-08-2011"
30347;3277;"6 - 8,5";360;"22-08-2011"
30348;3277;"6 - 8,5";360;"22-08-2011"
30349;3277;"6 - 8,5";360;"22-08-2011"
30350;3277;"6 - 8,5";360;"22-08-2011"
30351;3277;"6 - 8,5";360;"22-08-2011"
30352;3277;"6 - 8,5";360;"22-08-2011"
30353;3277;"6 - 8,5";360;"22-08-2011"
30354;3277;"6 - 8,5";360;"22-08-2011"
30355;3277;"6 - 8,5";360;"22-08-2011"
30356;3277;"6 - 8,5";360;"22-08-2011"
30357;3277;"6 - 8,5";360;"22-08-2011"
30358;3277;"6 - 8,5";360;"22-08-2011"
30359;3277;"6 - 8,5";360;"22-08-2011"
30360;3277;"6 - 8,5";360;"22-08-2011"
30361;3277;"6 - 8,5";360;"22-08-2011"
30362;3277;"6 - 8,5";360;"22-08-2011"
30363;3277;"6 - 8,5";360;"22-08-2011"
30364;3277;"6 - 8,5";360;"22-08-2011"
30365;3277;"6 - 8,5";360;"22-08-2011"
30366;3277;"6 - 8,5";360;"22-08-2011"
30367;3277;"6 - 8,5";360;"22-08-2011"
30368;3277;"6 - 8,5";360;"22-08-2011"
30369;3277;"6 - 8,5";360;"22-08-2011"
30370;3277;"6 - 8,5";360;"22-08-2011"
30371;3277;"6 - 8,5";360;"22-08-2011"
30372;3277;"6 - 8,5";360;"22-08-2011"
30373;3277;"6 - 8,5";360;"22-08-2011"
30374;3277;"6 - 8,5";360;"22-08-2011"
30375;3277;"6 - 8,5";360;"22-08-2011"
30376;3277;"6 - 8,5";360;"22-08-2011"
30377;3277;"6 - 8,5";360;"22-08-2011"
30378;3277;"6 - 8,5";360;"22-08-2011"
30379;3277;"6 - 8,5";360;"22-08-2011"
30380;3277;"6 - 8,5";360;"22-08-2011"
30381;3277;"6 - 8,5";360;"22-08-2011"
30382;3277;"6 - 8,5";360;"22-08-2011"
30383;3277;"6 - 8,5";360;"22-08-2011"
30384;3277;"6 - 8,5";360;"22-08-2011"
30385;3277;"6 - 8,5";360;"22-08-2011"
30386;3277;"6 - 8,5";360;"22-08-2011"
30387;3277;"6 - 8,5";360;"22-08-2011"
30388;3277;"6 - 8,5";360;"22-08-2011"
30389;3277;"6 - 8,5";360;"22-08-2011"
30390;3277;"6 - 8,5";360;"22-08-2011"
30391;3277;"6 - 8,5";360;"22-08-2011"
30392;3277;"6 - 8,5";360;"22-08-2011"
30393;3277;"6 - 8,5";360;"22-08-2011"
30394;3277;"6 - 8,5";360;"22-08-2011"
30395;3277;"6 - 8,5";360;"22-08-2011"
30396;3277;"6 - 8,5";360;"22-08-2011"
30397;3277;"6 - 8,5";360;"22-08-2011"
30398;3277;"6 - 8,5";360;"22-08-2011"
30399;3277;"6 - 8,5";360;"22-08-2011"
30400;3277;"6 - 8,5";360;"22-08-2011"
30401;3277;"6 - 8,5";360;"22-08-2011"
30402;3277;"6 - 8,5";360;"22-08-2011"
30403;3277;"6 - 8,5";360;"22-08-2011"
30404;3277;"6 - 8,5";360;"22-08-2011"
30405;3277;"6 - 8,5";360;"22-08-2011"
30406;3277;"6 - 8,5";360;"22-08-2011"
30407;3277;"6 - 8,5";360;"22-08-2011"
30408;3277;"6 - 8,5";360;"22-08-2011"
30409;3277;"6 - 8,5";360;"22-08-2011"
30410;3277;"6 - 8,5";360;"22-08-2011"
30411;3277;"6 - 8,5";360;"22-08-2011"
30412;3277;"6 - 8,5";360;"22-08-2011"
30413;3277;"6 - 8,5";360;"22-08-2011"
30414;3277;"6 - 8,5";360;"22-08-2011"
30415;3277;"6 - 8,5";360;"22-08-2011"
30416;3277;"6 - 8,5";360;"22-08-2011"
30417;3277;"6 - 8,5";360;"22-08-2011"
30418;3277;"6 - 8,5";360;"22-08-2011"
30419;3277;"6 - 8,5";360;"22-08-2011"
30420;3277;"6 - 8,5";360;"22-08-2011"
30421;3277;"6 - 8,5";360;"22-08-2011"
30422;3277;"6 - 8,5";360;"22-08-2011"
30423;3277;"6 - 8,5";360;"22-08-2011"
30424;3277;"6 - 8,5";360;"22-08-2011"
30425;3277;"6 - 8,5";360;"22-08-2011"
30426;3277;"6 - 8,5";360;"22-08-2011"
30427;3277;"6 - 8,5";360;"22-08-2011"
30428;3277;"6 - 8,5";360;"22-08-2011"
30429;3277;"6 - 8,5";360;"22-08-2011"
30430;3277;"6 - 8,5";360;"22-08-2011"
30431;3277;"6 - 8,5";360;"22-08-2011"
30432;3277;"6 - 8,5";360;"22-08-2011"
30433;3277;"6 - 8,5";360;"22-08-2011"
30434;3277;"6 - 8,5";360;"22-08-2011"
30435;3277;"6 - 8,5";360;"22-08-2011"
30436;3277;"6 - 8,5";360;"22-08-2011"
30437;3277;"6 - 8,5";360;"22-08-2011"
30438;3277;"6 - 8,5";360;"22-08-2011"
30439;3277;"6 - 8,5";360;"22-08-2011"
30440;3277;"6 - 8,5";360;"22-08-2011"
30441;3277;"6 - 8,5";360;"22-08-2011"
30442;3277;"6 - 8,5";360;"22-08-2011"
30443;3277;"6 - 8,5";360;"22-08-2011"
30444;3277;"6 - 8,5";360;"22-08-2011"
30445;3277;"6 - 8,5";360;"22-08-2011"
30446;3277;"6 - 8,5";360;"22-08-2011"
30447;3277;"6 - 8,5";360;"22-08-2011"
30448;3277;"6 - 8,5";360;"22-08-2011"
30449;3277;"6 - 8,5";360;"22-08-2011"
30450;3277;"6 - 8,5";360;"22-08-2011"
30451;3277;"6 - 8,5";360;"22-08-2011"
30452;3277;"6 - 8,5";360;"22-08-2011"
30453;3277;"6 - 8,5";360;"22-08-2011"
30454;3277;"6 - 8,5";360;"22-08-2011"
30455;3277;"6 - 8,5";360;"22-08-2011"
30456;3277;"6 - 8,5";360;"22-08-2011"
30457;3277;"6 - 8,5";360;"22-08-2011"
30458;3277;"6 - 8,5";360;"22-08-2011"
30459;3277;"6 - 8,5";360;"22-08-2011"
30460;3277;"6 - 8,5";360;"22-08-2011"
30461;3277;"6 - 8,5";360;"22-08-2011"
30462;3277;"6 - 8,5";360;"22-08-2011"
30463;3277;"6 - 8,5";360;"22-08-2011"
30464;3277;"6 - 8,5";360;"22-08-2011"
30465;3277;"6 - 8,5";360;"22-08-2011"
30466;3277;"6 - 8,5";360;"22-08-2011"
30467;3277;"6 - 8,5";360;"22-08-2011"
30468;3277;"6 - 8,5";360;"22-08-2011"
30469;3277;"6 - 8,5";360;"22-08-2011"
30470;3277;"6 - 8,5";360;"22-08-2011"
30471;3277;"6 - 8,5";360;"22-08-2011"
30472;3277;"6 - 8,5";360;"22-08-2011"
30473;3277;"6 - 8,5";360;"22-08-2011"
30474;3277;"6 - 8,5";360;"22-08-2011"
30475;3277;"6 - 8,5";360;"22-08-2011"
30476;3277;"6 - 8,5";360;"22-08-2011"
30477;3277;"6 - 8,5";360;"22-08-2011"
30478;3277;"6 - 8,5";360;"22-08-2011"
30479;3277;"6 - 8,5";360;"22-08-2011"
30480;3277;"6 - 8,5";360;"22-08-2011"
30481;3277;"6 - 8,5";360;"22-08-2011"
30482;3277;"6 - 8,5";360;"22-08-2011"
30483;3277;"6 - 8,5";360;"22-08-2011"
30484;3277;"6 - 8,5";360;"22-08-2011"
30485;3277;"6 - 8,5";360;"22-08-2011"
30486;3277;"6 - 8,5";360;"22-08-2011"
30487;3277;"6 - 8,5";360;"22-08-2011"
30488;3277;"6 - 8,5";360;"22-08-2011"
30489;3277;"6 - 8,5";360;"22-08-2011"
30490;3277;"6 - 8,5";360;"22-08-2011"
30491;3277;"6 - 8,5";360;"22-08-2011"
30492;3277;"6 - 8,5";360;"22-08-2011"
30493;3277;"6 - 8,5";360;"22-08-2011"
30494;3277;"6 - 8,5";360;"22-08-2011"
30495;3277;"6 - 8,5";360;"22-08-2011"
30496;3277;"6 - 8,5";360;"22-08-2011"
30497;3277;"6 - 8,5";360;"22-08-2011"
30498;3277;"6 - 8,5";360;"22-08-2011"
30499;3277;"6 - 8,5";360;"22-08-2011"
30500;3277;"6 - 8,5";360;"22-08-2011"
30501;3277;"6 - 8,5";360;"22-08-2011"
30502;3277;"6 - 8,5";360;"22-08-2011"
30503;3277;"6 - 8,5";360;"22-08-2011"
30504;3277;"6 - 8,5";360;"22-08-2011"
30505;3277;"6 - 8,5";360;"22-08-2011"
30506;3277;"6 - 8,5";360;"22-08-2011"
30507;3277;"6 - 8,5";360;"22-08-2011"
30508;3277;"6 - 8,5";360;"22-08-2011"
30509;3277;"6 - 8,5";360;"22-08-2011"
30510;3277;"6 - 8,5";360;"22-08-2011"
30511;3277;"6 - 8,5";360;"22-08-2011"
30512;3277;"6 - 8,5";360;"22-08-2011"
30513;3277;"6 - 8,5";360;"22-08-2011"
30514;3277;"6 - 8,5";360;"22-08-2011"
30515;3277;"6 - 8,5";360;"22-08-2011"
30516;3277;"6 - 8,5";360;"22-08-2011"
30517;3277;"6 - 8,5";360;"22-08-2011"
30518;3277;"6 - 8,5";360;"22-08-2011"
30519;3277;"6 - 8,5";360;"22-08-2011"
30520;3277;"6 - 8,5";360;"22-08-2011"
30521;3277;"6 - 8,5";360;"22-08-2011"
30522;3277;"6 - 8,5";360;"22-08-2011"
30523;3277;"6 - 8,5";360;"22-08-2011"
30524;3277;"6 - 8,5";360;"22-08-2011"
30525;3277;"6 - 8,5";360;"22-08-2011"
30526;3277;"6 - 8,5";360;"22-08-2011"
30527;3277;"6 - 8,5";360;"22-08-2011"
30528;3277;"6 - 8,5";360;"22-08-2011"
30529;3277;"6 - 8,5";360;"22-08-2011"
30530;3277;"6 - 8,5";360;"22-08-2011"
30531;3277;"6 - 8,5";360;"22-08-2011"
30532;3277;"6 - 8,5";360;"22-08-2011"
30533;3277;"6 - 8,5";360;"22-08-2011"
30534;3277;"6 - 8,5";360;"22-08-2011"
30535;3277;"6 - 8,5";360;"22-08-2011"
30536;3277;"6 - 8,5";360;"22-08-2011"
30537;3277;"6 - 8,5";360;"22-08-2011"
30538;3277;"6 - 8,5";360;"22-08-2011"
30539;3277;"6 - 8,5";360;"22-08-2011"
30540;3277;"6 - 8,5";360;"22-08-2011"
30541;3277;"6 - 8,5";360;"22-08-2011"
30542;3277;"6 - 8,5";360;"22-08-2011"
30543;3277;"6 - 8,5";360;"22-08-2011"
30544;3277;"6 - 8,5";360;"22-08-2011"
30545;3277;"6 - 8,5";360;"22-08-2011"
30546;3277;"6 - 8,5";360;"22-08-2011"
30547;3277;"6 - 8,5";360;"22-08-2011"
30548;3277;"6 - 8,5";360;"22-08-2011"
30549;3277;"6 - 8,5";360;"22-08-2011"
30550;3277;"6 - 8,5";360;"22-08-2011"
30551;3277;"6 - 8,5";360;"22-08-2011"
30552;3277;"6 - 8,5";360;"22-08-2011"
30553;3277;"6 - 8,5";360;"22-08-2011"
30554;3277;"6 - 8,5";360;"22-08-2011"
30555;3277;"6 - 8,5";360;"22-08-2011"
30556;3277;"6 - 8,5";360;"22-08-2011"
30557;3277;"6 - 8,5";360;"22-08-2011"
30558;3277;"6 - 8,5";360;"22-08-2011"
30559;3277;"6 - 8,5";360;"22-08-2011"
30560;3277;"6 - 8,5";360;"22-08-2011"
30561;3277;"6 - 8,5";360;"22-08-2011"
30562;3277;"6 - 8,5";360;"22-08-2011"
30563;3277;"6 - 8,5";360;"22-08-2011"
30564;3277;"6 - 8,5";360;"22-08-2011"
30565;3277;"6 - 8,5";360;"22-08-2011"
30566;3277;"6 - 8,5";360;"22-08-2011"
30567;3277;"6 - 8,5";360;"22-08-2011"
30568;3277;"6 - 8,5";360;"22-08-2011"
30569;3277;"6 - 8,5";360;"22-08-2011"
30570;3277;"6 - 8,5";360;"22-08-2011"
30571;3277;"6 - 8,5";360;"22-08-2011"
30572;3277;"6 - 8,5";360;"22-08-2011"
30573;3277;"6 - 8,5";360;"22-08-2011"
30574;3277;"6 - 8,5";360;"22-08-2011"
30575;3277;"6 - 8,5";360;"22-08-2011"
30576;3277;"6 - 8,5";360;"22-08-2011"
30577;3277;"6 - 8,5";360;"22-08-2011"
30578;3277;"6 - 8,5";360;"22-08-2011"
30579;3277;"6 - 8,5";360;"22-08-2011"
30580;3277;"6 - 8,5";360;"22-08-2011"
30581;3277;"6 - 8,5";360;"22-08-2011"
30582;3277;"6 - 8,5";360;"22-08-2011"
30583;3277;"6 - 8,5";360;"22-08-2011"
30584;3277;"6 - 8,5";360;"22-08-2011"
30585;3277;"6 - 8,5";360;"22-08-2011"
30586;3277;"6 - 8,5";360;"22-08-2011"
30587;3277;"6 - 8,5";360;"22-08-2011"
30588;3277;"6 - 8,5";360;"22-08-2011"
30589;3277;"6 - 8,5";360;"22-08-2011"
30590;3277;"6 - 8,5";360;"22-08-2011"
30591;3277;"6 - 8,5";360;"22-08-2011"
30592;3277;"6 - 8,5";360;"22-08-2011"
30593;3277;"6 - 8,5";360;"22-08-2011"
30594;3277;"6 - 8,5";360;"22-08-2011"
30595;3277;"6 - 8,5";360;"22-08-2011"
30596;3277;"6 - 8,5";360;"22-08-2011"
30597;3277;"6 - 8,5";360;"22-08-2011"
30598;3277;"6 - 8,5";360;"22-08-2011"
30599;3277;"6 - 8,5";360;"22-08-2011"
30600;3277;"6 - 8,5";360;"22-08-2011"
30601;3277;"6 - 8,5";360;"22-08-2011"
30602;3277;"6 - 8,5";360;"22-08-2011"
30603;3277;"6 - 8,5";360;"22-08-2011"
30604;3277;"6 - 8,5";360;"22-08-2011"
30605;3277;"6 - 8,5";360;"22-08-2011"
30606;3277;"6 - 8,5";360;"22-08-2011"
30607;3277;"6 - 8,5";360;"22-08-2011"
30608;3277;"6 - 8,5";360;"22-08-2011"
30609;3277;"6 - 8,5";360;"22-08-2011"
30610;3277;"6 - 8,5";360;"22-08-2011"
30611;3277;"6 - 8,5";360;"22-08-2011"
30612;3277;"6 - 8,5";360;"22-08-2011"
30613;3277;"6 - 8,5";360;"22-08-2011"
30614;3277;"6 - 8,5";360;"22-08-2011"
30615;3277;"6 - 8,5";360;"22-08-2011"
30616;3277;"6 - 8,5";360;"22-08-2011"
30617;3277;"6 - 8,5";360;"22-08-2011"
30618;3277;"6 - 8,5";360;"22-08-2011"
30619;3277;"6 - 8,5";360;"22-08-2011"
30620;3277;"6 - 8,5";360;"22-08-2011"
30621;3277;"6 - 8,5";360;"22-08-2011"
30622;3277;"6 - 8,5";360;"22-08-2011"
30623;3277;"6 - 8,5";360;"22-08-2011"
30624;3277;"6 - 8,5";360;"22-08-2011"
30625;3277;"6 - 8,5";360;"22-08-2011"
30626;3277;"6 - 8,5";360;"22-08-2011"
30627;3277;"6 - 8,5";360;"22-08-2011"
30628;3277;"6 - 8,5";360;"22-08-2011"
30629;3277;"6 - 8,5";360;"22-08-2011"
30630;3277;"6 - 8,5";360;"22-08-2011"
30631;3277;"6 - 8,5";360;"22-08-2011"
30632;3277;"6 - 8,5";360;"22-08-2011"
30633;3277;"6 - 8,5";360;"22-08-2011"
30634;3277;"6 - 8,5";360;"22-08-2011"
30635;3277;"6 - 8,5";360;"22-08-2011"
30636;3277;"6 - 8,5";360;"22-08-2011"
30637;3277;"6 - 8,5";360;"22-08-2011"
30638;3277;"6 - 8,5";360;"22-08-2011"
30639;3277;"6 - 8,5";360;"22-08-2011"
30640;3277;"6 - 8,5";360;"22-08-2011"
30641;3277;"6 - 8,5";360;"22-08-2011"
