"cod_hito";"rpm";"limite_exigido";"frecuencia_exigida";"fecha_emision"
48341;839;"50";2;"17-07-2018"
48527;839;"50";2;"17-07-2018"
48529;839;"50";2;"17-07-2018"
48531;839;"50";2;"17-07-2018"
48533;839;"50";2;"17-07-2018"
48535;839;"50";2;"17-07-2018"
48537;839;"50";2;"17-07-2018"
48539;839;"50";2;"17-07-2018"
48541;839;"50";2;"17-07-2018"
48543;839;"50";2;"17-07-2018"
48545;839;"50";2;"17-07-2018"
48547;839;"50";2;"17-07-2018"
48549;839;"50";2;"17-07-2018"
48551;839;"50";2;"17-07-2018"
48553;839;"50";2;"17-07-2018"
48555;839;"50";2;"17-07-2018"
48557;839;"50";2;"17-07-2018"
48559;839;"50";2;"17-07-2018"
48561;839;"50";2;"17-07-2018"
48563;839;"50";2;"17-07-2018"
48565;839;"50";2;"17-07-2018"
48567;839;"50";2;"17-07-2018"
48569;839;"50";2;"17-07-2018"
48682;839;"50";2;"17-07-2018"
48684;839;"50";2;"17-07-2018"
48686;839;"50";2;"17-07-2018"
48688;839;"50";2;"17-07-2018"
48690;839;"50";2;"17-07-2018"
48692;839;"50";2;"17-07-2018"
48694;839;"50";2;"17-07-2018"
48696;839;"50";2;"17-07-2018"
48698;839;"50";2;"17-07-2018"
48700;839;"50";2;"17-07-2018"
48702;839;"50";2;"17-07-2018"
48704;839;"50";2;"17-07-2018"
48706;839;"50";2;"17-07-2018"
48708;839;"50";2;"17-07-2018"
48710;839;"50";2;"17-07-2018"
48712;839;"50";2;"17-07-2018"
48714;839;"50";2;"17-07-2018"
48716;839;"50";2;"17-07-2018"
48718;839;"50";2;"17-07-2018"
48720;839;"50";2;"17-07-2018"
48722;839;"50";2;"17-07-2018"
48724;839;"50";2;"17-07-2018"
48483;839;"10";2;"17-07-2018"
48485;839;"10";2;"17-07-2018"
48487;839;"10";2;"17-07-2018"
48489;839;"10";2;"17-07-2018"
48491;839;"10";2;"17-07-2018"
48493;839;"10";2;"17-07-2018"
48495;839;"10";2;"17-07-2018"
48497;839;"10";2;"17-07-2018"
48499;839;"10";2;"17-07-2018"
48501;839;"10";2;"17-07-2018"
48503;839;"10";2;"17-07-2018"
48505;839;"10";2;"17-07-2018"
48507;839;"10";2;"17-07-2018"
48509;839;"10";2;"17-07-2018"
48511;839;"10";2;"17-07-2018"
48513;839;"10";2;"17-07-2018"
48515;839;"10";2;"17-07-2018"
48517;839;"10";2;"17-07-2018"
48519;839;"10";2;"17-07-2018"
48521;839;"10";2;"17-07-2018"
48523;839;"10";2;"17-07-2018"
48525;839;"10";2;"17-07-2018"
48528;839;"10";2;"17-07-2018"
48530;839;"10";2;"17-07-2018"
48532;839;"10";2;"17-07-2018"
48534;839;"10";2;"17-07-2018"
48536;839;"10";2;"17-07-2018"
48538;839;"10";2;"17-07-2018"
48540;839;"10";2;"17-07-2018"
48542;839;"10";2;"17-07-2018"
48544;839;"10";2;"17-07-2018"
48546;839;"10";2;"17-07-2018"
48548;839;"10";2;"17-07-2018"
48550;839;"10";2;"17-07-2018"
48552;839;"10";2;"17-07-2018"
48554;839;"10";2;"17-07-2018"
48556;839;"10";2;"17-07-2018"
48558;839;"10";2;"17-07-2018"
48560;839;"10";2;"17-07-2018"
48562;839;"10";2;"17-07-2018"
48564;839;"10";2;"17-07-2018"
48566;839;"10";2;"17-07-2018"
48568;839;"10";2;"17-07-2018"
48570;839;"10";2;"17-07-2018"
48571;839;"10";2;"17-07-2018"
48573;839;"10";2;"17-07-2018"
48575;839;"10";2;"17-07-2018"
48577;839;"10";2;"17-07-2018"
48579;839;"10";2;"17-07-2018"
48581;839;"10";2;"17-07-2018"
48583;839;"10";2;"17-07-2018"
48585;839;"10";2;"17-07-2018"
48587;839;"10";2;"17-07-2018"
48589;839;"10";2;"17-07-2018"
48591;839;"10";2;"17-07-2018"
48593;839;"10";2;"17-07-2018"
48595;839;"10";2;"17-07-2018"
48597;839;"10";2;"17-07-2018"
48599;839;"10";2;"17-07-2018"
48601;839;"10";2;"17-07-2018"
48603;839;"10";2;"17-07-2018"
48605;839;"10";2;"17-07-2018"
48607;839;"10";2;"17-07-2018"
48609;839;"10";2;"17-07-2018"
48611;839;"10";2;"17-07-2018"
48613;839;"10";2;"17-07-2018"
58637;312;"50";2;"04-02-2010"
58638;312;"50";2;"04-02-2010"
58639;312;"50";2;"04-02-2010"
58640;312;"50";2;"04-02-2010"
58641;312;"50";2;"04-02-2010"
58642;312;"50";2;"04-02-2010"
58643;312;"50";2;"04-02-2010"
58644;312;"50";2;"04-02-2010"
58645;312;"50";2;"04-02-2010"
58646;312;"50";2;"04-02-2010"
58647;312;"50";2;"04-02-2010"
58648;312;"50";2;"04-02-2010"
58649;312;"50";2;"04-02-2010"
58650;312;"50";2;"04-02-2010"
58651;312;"50";2;"04-02-2010"
58652;312;"50";2;"04-02-2010"
58653;312;"50";2;"04-02-2010"
58654;312;"50";2;"04-02-2010"
58655;312;"50";2;"04-02-2010"
58656;312;"50";2;"04-02-2010"
58657;312;"50";2;"04-02-2010"
58658;312;"50";2;"04-02-2010"
58659;312;"50";2;"04-02-2010"
58660;312;"50";2;"04-02-2010"
58661;312;"50";2;"04-02-2010"
58662;312;"50";2;"04-02-2010"
58663;312;"50";2;"04-02-2010"
58664;312;"50";2;"04-02-2010"
58665;312;"50";2;"04-02-2010"
58666;312;"50";2;"04-02-2010"
58667;312;"50";2;"04-02-2010"
58668;312;"50";2;"04-02-2010"
58669;312;"50";2;"04-02-2010"
58703;312;"0,168";2;"04-02-2010"
58704;312;"0,232";2;"04-02-2010"
58705;312;"0,114";2;"04-02-2010"
58706;312;"0,224";2;"04-02-2010"
58707;312;"0,113";2;"04-02-2010"
58708;312;"0,126";2;"04-02-2010"
58709;312;"0,17";2;"04-02-2010"
58710;312;"0,208";2;"04-02-2010"
58711;312;"0,106";2;"04-02-2010"
58712;312;"0,168";2;"04-02-2010"
58713;312;"0,232";2;"04-02-2010"
58714;312;"0,114";2;"04-02-2010"
58715;312;"0,224";2;"04-02-2010"
58716;312;"0,113";2;"04-02-2010"
58717;312;"0,126";2;"04-02-2010"
58718;312;"0,17";2;"04-02-2010"
58719;312;"0,208";2;"04-02-2010"
58720;312;"0,106";2;"04-02-2010"
58721;312;"0,168";2;"04-02-2010"
58722;312;"0,232";2;"04-02-2010"
58723;312;"0,114";2;"04-02-2010"
58724;312;"0,224";2;"04-02-2010"
58725;312;"0,113";2;"04-02-2010"
58726;312;"0,126";2;"04-02-2010"
58727;312;"0,17";2;"04-02-2010"
58728;312;"0,208";2;"04-02-2010"
58729;312;"0,106";2;"04-02-2010"
58730;312;"0,168";2;"04-02-2010"
58731;312;"0,232";2;"04-02-2010"
58732;312;"0,114";2;"04-02-2010"
58733;312;"0,224";2;"04-02-2010"
58734;312;"0,113";2;"04-02-2010"
58735;312;"0,126";2;"04-02-2010"
58736;312;"0,17";2;"04-02-2010"
58737;312;"0,208";2;"04-02-2010"
58738;312;"0,106";2;"04-02-2010"
58739;312;"0,168";2;"04-02-2010"
58740;312;"0,232";2;"04-02-2010"
58741;312;"0,114";2;"04-02-2010"
58742;312;"0,224";2;"04-02-2010"
58743;312;"0,113";2;"04-02-2010"
58744;312;"0,126";2;"04-02-2010"
58745;312;"0,17";2;"04-02-2010"
58746;312;"0,208";2;"04-02-2010"
58747;312;"0,106";2;"04-02-2010"
58748;312;"0,168";2;"04-02-2010"
58749;312;"0,232";2;"04-02-2010"
58750;312;"0,114";2;"04-02-2010"
58751;312;"0,224";2;"04-02-2010"
58752;312;"0,113";2;"04-02-2010"
58753;312;"0,126";2;"04-02-2010"
58754;312;"0,17";2;"04-02-2010"
58755;312;"0,208";2;"04-02-2010"
58756;312;"0,106";2;"04-02-2010"
58757;312;"0,168";2;"04-02-2010"
58758;312;"0,232";2;"04-02-2010"
58759;312;"0,114";2;"04-02-2010"
58760;312;"0,224";2;"04-02-2010"
58761;312;"0,113";2;"04-02-2010"
58762;312;"0,126";2;"04-02-2010"
58763;312;"0,17";2;"04-02-2010"
58764;312;"0,208";2;"04-02-2010"
58765;312;"0,106";2;"04-02-2010"
58766;312;"0,168";2;"04-02-2010"
58767;312;"0,232";2;"04-02-2010"
58768;312;"0,114";2;"04-02-2010"
58769;312;"0,224";2;"04-02-2010"
58770;312;"0,113";2;"04-02-2010"
58771;312;"0,126";2;"04-02-2010"
58772;312;"0,17";2;"04-02-2010"
58773;312;"0,208";2;"04-02-2010"
58774;312;"0,106";2;"04-02-2010"
58775;312;"0,168";2;"04-02-2010"
58776;312;"0,232";2;"04-02-2010"
58777;312;"0,114";2;"04-02-2010"
58778;312;"0,224";2;"04-02-2010"
58779;312;"0,113";2;"04-02-2010"
58780;312;"0,126";2;"04-02-2010"
58781;312;"0,17";2;"04-02-2010"
58782;312;"0,208";2;"04-02-2010"
58783;312;"0,106";2;"04-02-2010"
58784;312;"0,168";2;"04-02-2010"
58785;312;"0,232";2;"04-02-2010"
58786;312;"0,114";2;"04-02-2010"
58787;312;"0,224";2;"04-02-2010"
58788;312;"0,113";2;"04-02-2010"
58789;312;"0,126";2;"04-02-2010"
58790;312;"0,17";2;"04-02-2010"
58791;312;"0,208";2;"04-02-2010"
58792;312;"0,106";2;"04-02-2010"
58793;312;"0,168";2;"04-02-2010"
58794;312;"0,232";2;"04-02-2010"
58795;312;"0,114";2;"04-02-2010"
58796;312;"0,224";2;"04-02-2010"
58797;312;"0,113";2;"04-02-2010"
58798;312;"0,126";2;"04-02-2010"
58799;312;"0,17";2;"04-02-2010"
58800;312;"0,208";2;"04-02-2010"
58801;312;"0,106";2;"04-02-2010"
58802;312;"0,168";2;"04-02-2010"
58803;312;"0,232";2;"04-02-2010"
58804;312;"0,114";2;"04-02-2010"
58805;312;"0,224";2;"04-02-2010"
58806;312;"0,113";2;"04-02-2010"
58807;312;"0,126";2;"04-02-2010"
58808;312;"0,17";2;"04-02-2010"
58809;312;"0,208";2;"04-02-2010"
58810;312;"0,106";2;"04-02-2010"
58811;312;"0,168";2;"04-02-2010"
58812;312;"0,232";2;"04-02-2010"
58813;312;"0,114";2;"04-02-2010"
58814;312;"0,224";2;"04-02-2010"
58815;312;"0,113";2;"04-02-2010"
58816;312;"0,126";2;"04-02-2010"
58817;312;"0,17";2;"04-02-2010"
58818;312;"0,208";2;"04-02-2010"
58819;312;"0,106";2;"04-02-2010"
58820;312;"0,168";2;"04-02-2010"
58821;312;"0,232";2;"04-02-2010"
58822;312;"0,114";2;"04-02-2010"
58823;312;"0,224";2;"04-02-2010"
58824;312;"0,113";2;"04-02-2010"
58825;312;"0,126";2;"04-02-2010"
58826;312;"0,17";2;"04-02-2010"
58827;312;"0,208";2;"04-02-2010"
58828;312;"0,106";2;"04-02-2010"
58829;312;"0,168";2;"04-02-2010"
58830;312;"0,232";2;"04-02-2010"
58831;312;"0,114";2;"04-02-2010"
58832;312;"0,224";2;"04-02-2010"
58833;312;"0,113";2;"04-02-2010"
58834;312;"0,126";2;"04-02-2010"
58835;312;"0,17";2;"04-02-2010"
58836;312;"0,208";2;"04-02-2010"
58837;312;"0,106";2;"04-02-2010"
58838;312;"0,168";2;"04-02-2010"
58839;312;"0,232";2;"04-02-2010"
58840;312;"0,114";2;"04-02-2010"
58841;312;"0,224";2;"04-02-2010"
58842;312;"0,113";2;"04-02-2010"
58843;312;"0,126";2;"04-02-2010"
58844;312;"0,17";2;"04-02-2010"
58845;312;"0,208";2;"04-02-2010"
58846;312;"0,106";2;"04-02-2010"
58847;312;"0,168";2;"04-02-2010"
58848;312;"0,232";2;"04-02-2010"
58849;312;"0,114";2;"04-02-2010"
58850;312;"0,224";2;"04-02-2010"
58851;312;"0,113";2;"04-02-2010"
58852;312;"0,126";2;"04-02-2010"
58853;312;"0,17";2;"04-02-2010"
58854;312;"0,208";2;"04-02-2010"
58855;312;"0,106";2;"04-02-2010"
58856;312;"0,168";2;"04-02-2010"
58857;312;"0,232";2;"04-02-2010"
58858;312;"0,114";2;"04-02-2010"
58859;312;"0,224";2;"04-02-2010"
58860;312;"0,113";2;"04-02-2010"
58861;312;"0,126";2;"04-02-2010"
58862;312;"0,17";2;"04-02-2010"
58863;312;"0,208";2;"04-02-2010"
58864;312;"0,106";2;"04-02-2010"
58865;312;"0,168";2;"04-02-2010"
58866;312;"0,232";2;"04-02-2010"
58867;312;"0,114";2;"04-02-2010"
58868;312;"0,224";2;"04-02-2010"
58869;312;"0,113";2;"04-02-2010"
58870;312;"0,126";2;"04-02-2010"
58871;312;"0,17";2;"04-02-2010"
58872;312;"0,208";2;"04-02-2010"
58873;312;"0,106";2;"04-02-2010"
58874;312;"0,168";2;"04-02-2010"
58875;312;"0,232";2;"04-02-2010"
58876;312;"0,114";2;"04-02-2010"
58877;312;"0,224";2;"04-02-2010"
58878;312;"0,113";2;"04-02-2010"
58879;312;"0,126";2;"04-02-2010"
58880;312;"0,17";2;"04-02-2010"
58881;312;"0,208";2;"04-02-2010"
58882;312;"0,106";2;"04-02-2010"
58883;312;"0,168";2;"04-02-2010"
58884;312;"0,232";2;"04-02-2010"
58885;312;"0,114";2;"04-02-2010"
58886;312;"0,224";2;"04-02-2010"
58887;312;"0,113";2;"04-02-2010"
58888;312;"0,126";2;"04-02-2010"
58889;312;"0,17";2;"04-02-2010"
58890;312;"0,208";2;"04-02-2010"
58891;312;"0,106";2;"04-02-2010"
58892;312;"0,168";2;"04-02-2010"
58893;312;"0,232";2;"04-02-2010"
58894;312;"0,114";2;"04-02-2010"
58895;312;"0,224";2;"04-02-2010"
58896;312;"0,113";2;"04-02-2010"
58897;312;"0,126";2;"04-02-2010"
58898;312;"0,17";2;"04-02-2010"
58899;312;"0,208";2;"04-02-2010"
58900;312;"0,106";2;"04-02-2010"
58901;312;"0,168";2;"04-02-2010"
58902;312;"0,232";2;"04-02-2010"
58903;312;"0,114";2;"04-02-2010"
58904;312;"0,224";2;"04-02-2010"
58905;312;"0,113";2;"04-02-2010"
58906;312;"0,126";2;"04-02-2010"
58907;312;"0,17";2;"04-02-2010"
58908;312;"0,208";2;"04-02-2010"
58909;312;"0,106";2;"04-02-2010"
58910;312;"0,168";2;"04-02-2010"
58911;312;"0,232";2;"04-02-2010"
58912;312;"0,114";2;"04-02-2010"
58913;312;"0,224";2;"04-02-2010"
58914;312;"0,113";2;"04-02-2010"
58915;312;"0,126";2;"04-02-2010"
58916;312;"0,17";2;"04-02-2010"
58917;312;"0,208";2;"04-02-2010"
58918;312;"0,106";2;"04-02-2010"
58919;312;"0,168";2;"04-02-2010"
58920;312;"0,232";2;"04-02-2010"
58921;312;"0,114";2;"04-02-2010"
58922;312;"0,224";2;"04-02-2010"
58923;312;"0,113";2;"04-02-2010"
58924;312;"0,126";2;"04-02-2010"
58925;312;"0,17";2;"04-02-2010"
58926;312;"0,208";2;"04-02-2010"
58927;312;"0,106";2;"04-02-2010"
58928;312;"0,168";2;"04-02-2010"
58929;312;"0,232";2;"04-02-2010"
58930;312;"0,114";2;"04-02-2010"
58931;312;"0,224";2;"04-02-2010"
58932;312;"0,113";2;"04-02-2010"
58933;312;"0,126";2;"04-02-2010"
58934;312;"0,17";2;"04-02-2010"
58935;312;"0,208";2;"04-02-2010"
58936;312;"0,106";2;"04-02-2010"
58937;312;"0,168";2;"04-02-2010"
58938;312;"0,232";2;"04-02-2010"
58939;312;"0,114";2;"04-02-2010"
58940;312;"0,224";2;"04-02-2010"
58941;312;"0,113";2;"04-02-2010"
58942;312;"0,126";2;"04-02-2010"
58943;312;"0,17";2;"04-02-2010"
58944;312;"0,208";2;"04-02-2010"
58945;312;"0,106";2;"04-02-2010"
58946;312;"0,168";2;"04-02-2010"
58947;312;"0,232";2;"04-02-2010"
58948;312;"0,114";2;"04-02-2010"
58949;312;"0,224";2;"04-02-2010"
58950;312;"0,113";2;"04-02-2010"
58951;312;"0,126";2;"04-02-2010"
58952;312;"0,17";2;"04-02-2010"
58953;312;"0,208";2;"04-02-2010"
58954;312;"0,106";2;"04-02-2010"
58955;312;"0,168";2;"04-02-2010"
58956;312;"0,232";2;"04-02-2010"
58957;312;"0,114";2;"04-02-2010"
58958;312;"0,224";2;"04-02-2010"
58959;312;"0,113";2;"04-02-2010"
58960;312;"0,126";2;"04-02-2010"
58961;312;"0,17";2;"04-02-2010"
58962;312;"0,208";2;"04-02-2010"
58963;312;"0,106";2;"04-02-2010"
58964;312;"0,168";2;"04-02-2010"
58965;312;"0,232";2;"04-02-2010"
58966;312;"0,114";2;"04-02-2010"
58967;312;"0,224";2;"04-02-2010"
58968;312;"0,113";2;"04-02-2010"
58969;312;"0,126";2;"04-02-2010"
58970;312;"0,17";2;"04-02-2010"
58971;312;"0,208";2;"04-02-2010"
58972;312;"0,106";2;"04-02-2010"
58973;312;"0,168";2;"04-02-2010"
58974;312;"0,232";2;"04-02-2010"
58975;312;"0,114";2;"04-02-2010"
58976;312;"0,224";2;"04-02-2010"
58977;312;"0,113";2;"04-02-2010"
58978;312;"0,126";2;"04-02-2010"
58979;312;"0,17";2;"04-02-2010"
58980;312;"0,208";2;"04-02-2010"
58981;312;"0,106";2;"04-02-2010"
58982;312;"0,168";2;"04-02-2010"
58983;312;"0,232";2;"04-02-2010"
58984;312;"0,114";2;"04-02-2010"
58985;312;"0,224";2;"04-02-2010"
58986;312;"0,113";2;"04-02-2010"
58987;312;"0,126";2;"04-02-2010"
58988;312;"0,17";2;"04-02-2010"
58989;312;"0,208";2;"04-02-2010"
58990;312;"0,106";2;"04-02-2010"
58991;312;"0,168";2;"04-02-2010"
58992;312;"0,232";2;"04-02-2010"
58993;312;"0,114";2;"04-02-2010"
58994;312;"0,224";2;"04-02-2010"
58995;312;"0,113";2;"04-02-2010"
58996;312;"0,126";2;"04-02-2010"
58997;312;"0,17";2;"04-02-2010"
58998;312;"0,208";2;"04-02-2010"
58999;312;"0,106";2;"04-02-2010"
59093;312;"1";2;"04-02-2010"
59094;312;"1";2;"04-02-2010"
59095;312;"1";2;"04-02-2010"
59096;312;"1";2;"04-02-2010"
59097;312;"1";2;"04-02-2010"
59098;312;"1";2;"04-02-2010"
59099;312;"1";2;"04-02-2010"
59100;312;"1";2;"04-02-2010"
59101;312;"1";2;"04-02-2010"
59102;312;"1";2;"04-02-2010"
59103;312;"1";2;"04-02-2010"
59104;312;"1";2;"04-02-2010"
59105;312;"1";2;"04-02-2010"
59106;312;"1";2;"04-02-2010"
59107;312;"1";2;"04-02-2010"
59108;312;"1";2;"04-02-2010"
59109;312;"1";2;"04-02-2010"
59110;312;"1";2;"04-02-2010"
59111;312;"1";2;"04-02-2010"
59112;312;"1";2;"04-02-2010"
59113;312;"1";2;"04-02-2010"
59114;312;"1";2;"04-02-2010"
59115;312;"1";2;"04-02-2010"
59116;312;"1";2;"04-02-2010"
59117;312;"1";2;"04-02-2010"
59118;312;"1";2;"04-02-2010"
59119;312;"1";2;"04-02-2010"
59120;312;"1";2;"04-02-2010"
59121;312;"1";2;"04-02-2010"
59122;312;"1";2;"04-02-2010"
59123;312;"1";2;"04-02-2010"
59124;312;"1";2;"04-02-2010"
59125;312;"1";2;"04-02-2010"
59225;312;"0,2";2;"04-02-2010"
59226;312;"0,2";2;"04-02-2010"
59227;312;"0,2";2;"04-02-2010"
59228;312;"0,2";2;"04-02-2010"
59229;312;"0,2";2;"04-02-2010"
59230;312;"0,2";2;"04-02-2010"
59231;312;"0,2";2;"04-02-2010"
59232;312;"0,2";2;"04-02-2010"
59233;312;"0,2";2;"04-02-2010"
59234;312;"0,2";2;"04-02-2010"
59235;312;"0,2";2;"04-02-2010"
59236;312;"0,2";2;"04-02-2010"
59237;312;"0,2";2;"04-02-2010"
59238;312;"0,2";2;"04-02-2010"
59239;312;"0,2";2;"04-02-2010"
59240;312;"0,2";2;"04-02-2010"
59241;312;"0,2";2;"04-02-2010"
59242;312;"0,2";2;"04-02-2010"
59243;312;"0,2";2;"04-02-2010"
59244;312;"0,2";2;"04-02-2010"
59245;312;"0,2";2;"04-02-2010"
59246;312;"0,2";2;"04-02-2010"
59247;312;"0,2";2;"04-02-2010"
59248;312;"0,2";2;"04-02-2010"
59249;312;"0,2";2;"04-02-2010"
59250;312;"0,2";2;"04-02-2010"
59251;312;"0,2";2;"04-02-2010"
59252;312;"0,2";2;"04-02-2010"
59253;312;"0,2";2;"04-02-2010"
59254;312;"0,2";2;"04-02-2010"
59255;312;"0,2";2;"04-02-2010"
59256;312;"0,2";2;"04-02-2010"
59257;312;"0,2";2;"04-02-2010"
59291;312;"15";2;"04-02-2010"
59292;312;"15";2;"04-02-2010"
59293;312;"15";2;"04-02-2010"
59294;312;"15";2;"04-02-2010"
59295;312;"15";2;"04-02-2010"
59296;312;"15";2;"04-02-2010"
59297;312;"15";2;"04-02-2010"
59298;312;"15";2;"04-02-2010"
59299;312;"15";2;"04-02-2010"
59300;312;"15";2;"04-02-2010"
59301;312;"15";2;"04-02-2010"
59302;312;"15";2;"04-02-2010"
59303;312;"15";2;"04-02-2010"
59304;312;"15";2;"04-02-2010"
59305;312;"15";2;"04-02-2010"
59306;312;"15";2;"04-02-2010"
59307;312;"15";2;"04-02-2010"
59308;312;"15";2;"04-02-2010"
59309;312;"15";2;"04-02-2010"
59310;312;"15";2;"04-02-2010"
59311;312;"15";2;"04-02-2010"
59312;312;"15";2;"04-02-2010"
59313;312;"15";2;"04-02-2010"
59314;312;"15";2;"04-02-2010"
59315;312;"15";2;"04-02-2010"
59316;312;"15";2;"04-02-2010"
59317;312;"15";2;"04-02-2010"
59318;312;"15";2;"04-02-2010"
59319;312;"15";2;"04-02-2010"
59320;312;"15";2;"04-02-2010"
59321;312;"15";2;"04-02-2010"
59322;312;"15";2;"04-02-2010"
59323;312;"15";2;"04-02-2010"
59357;312;"2,516";2;"04-02-2010"
59358;312;"2,269";2;"04-02-2010"
59359;312;"2,118";2;"04-02-2010"
59360;312;"2,127";2;"04-02-2010"
59361;312;"2,274";2;"04-02-2010"
59363;312;"2,516";2;"04-02-2010"
59364;312;"2,269";2;"04-02-2010"
59365;312;"2,118";2;"04-02-2010"
59366;312;"2,127";2;"04-02-2010"
59367;312;"2,274";2;"04-02-2010"
59369;312;"2,516";2;"04-02-2010"
59370;312;"2,269";2;"04-02-2010"
59371;312;"2,118";2;"04-02-2010"
59372;312;"2,127";2;"04-02-2010"
59373;312;"2,274";2;"04-02-2010"
59375;312;"2,516";2;"04-02-2010"
59376;312;"2,269";2;"04-02-2010"
59377;312;"2,118";2;"04-02-2010"
59378;312;"2,127";2;"04-02-2010"
59379;312;"2,274";2;"04-02-2010"
59381;312;"2,516";2;"04-02-2010"
59382;312;"2,269";2;"04-02-2010"
59383;312;"2,118";2;"04-02-2010"
59384;312;"2,127";2;"04-02-2010"
59385;312;"2,274";2;"04-02-2010"
59387;312;"2,516";2;"04-02-2010"
59388;312;"2,269";2;"04-02-2010"
59389;312;"2,118";2;"04-02-2010"
59390;312;"2,127";2;"04-02-2010"
59391;312;"2,274";2;"04-02-2010"
59393;312;"2,516";2;"04-02-2010"
59394;312;"2,269";2;"04-02-2010"
59395;312;"2,118";2;"04-02-2010"
59396;312;"2,127";2;"04-02-2010"
59397;312;"2,274";2;"04-02-2010"
59399;312;"2,516";2;"04-02-2010"
59400;312;"2,269";2;"04-02-2010"
59401;312;"2,118";2;"04-02-2010"
59402;312;"2,127";2;"04-02-2010"
59403;312;"2,274";2;"04-02-2010"
59405;312;"2,516";2;"04-02-2010"
59406;312;"2,269";2;"04-02-2010"
59407;312;"2,118";2;"04-02-2010"
59408;312;"2,127";2;"04-02-2010"
59409;312;"2,274";2;"04-02-2010"
59411;312;"2,516";2;"04-02-2010"
59412;312;"2,269";2;"04-02-2010"
59413;312;"2,118";2;"04-02-2010"
59414;312;"2,127";2;"04-02-2010"
59415;312;"2,274";2;"04-02-2010"
59417;312;"2,516";2;"04-02-2010"
59418;312;"2,269";2;"04-02-2010"
59419;312;"2,118";2;"04-02-2010"
59420;312;"2,127";2;"04-02-2010"
59421;312;"2,274";2;"04-02-2010"
59423;312;"2,516";2;"04-02-2010"
59424;312;"2,269";2;"04-02-2010"
59425;312;"2,118";2;"04-02-2010"
59426;312;"2,127";2;"04-02-2010"
59427;312;"2,274";2;"04-02-2010"
59429;312;"2,516";2;"04-02-2010"
59430;312;"2,269";2;"04-02-2010"
59431;312;"2,118";2;"04-02-2010"
59432;312;"2,127";2;"04-02-2010"
59433;312;"2,274";2;"04-02-2010"
59435;312;"2,516";2;"04-02-2010"
59436;312;"2,269";2;"04-02-2010"
59437;312;"2,118";2;"04-02-2010"
59438;312;"2,127";2;"04-02-2010"
59439;312;"2,274";2;"04-02-2010"
59441;312;"2,516";2;"04-02-2010"
59442;312;"2,269";2;"04-02-2010"
59443;312;"2,118";2;"04-02-2010"
59444;312;"2,127";2;"04-02-2010"
59445;312;"2,274";2;"04-02-2010"
59447;312;"2,516";2;"04-02-2010"
59448;312;"2,269";2;"04-02-2010"
59449;312;"2,118";2;"04-02-2010"
59450;312;"2,127";2;"04-02-2010"
59451;312;"2,274";2;"04-02-2010"
59453;312;"2,516";2;"04-02-2010"
59454;312;"2,269";2;"04-02-2010"
59455;312;"2,118";2;"04-02-2010"
59456;312;"2,127";2;"04-02-2010"
59457;312;"2,274";2;"04-02-2010"
59459;312;"2,516";2;"04-02-2010"
59460;312;"2,269";2;"04-02-2010"
59461;312;"2,118";2;"04-02-2010"
59462;312;"2,127";2;"04-02-2010"
59463;312;"2,274";2;"04-02-2010"
59465;312;"2,516";2;"04-02-2010"
59466;312;"2,269";2;"04-02-2010"
59467;312;"2,118";2;"04-02-2010"
59468;312;"2,127";2;"04-02-2010"
59469;312;"2,274";2;"04-02-2010"
59471;312;"2,516";2;"04-02-2010"
59472;312;"2,269";2;"04-02-2010"
59473;312;"2,118";2;"04-02-2010"
59474;312;"2,127";2;"04-02-2010"
59475;312;"2,274";2;"04-02-2010"
59477;312;"2,516";2;"04-02-2010"
59478;312;"2,269";2;"04-02-2010"
59479;312;"2,118";2;"04-02-2010"
59480;312;"2,127";2;"04-02-2010"
59481;312;"2,274";2;"04-02-2010"
59483;312;"2,516";2;"04-02-2010"
59484;312;"2,269";2;"04-02-2010"
59485;312;"2,118";2;"04-02-2010"
59486;312;"2,127";2;"04-02-2010"
59487;312;"2,274";2;"04-02-2010"
59489;312;"2,516";2;"04-02-2010"
59490;312;"2,269";2;"04-02-2010"
59491;312;"2,118";2;"04-02-2010"
59492;312;"2,127";2;"04-02-2010"
59493;312;"2,274";2;"04-02-2010"
59495;312;"2,516";2;"04-02-2010"
59496;312;"2,269";2;"04-02-2010"
59497;312;"2,118";2;"04-02-2010"
59498;312;"2,127";2;"04-02-2010"
59499;312;"2,274";2;"04-02-2010"
59501;312;"2,516";2;"04-02-2010"
59502;312;"2,269";2;"04-02-2010"
59503;312;"2,118";2;"04-02-2010"
59504;312;"2,127";2;"04-02-2010"
59505;312;"2,274";2;"04-02-2010"
59507;312;"2,516";2;"04-02-2010"
59508;312;"2,269";2;"04-02-2010"
59509;312;"2,118";2;"04-02-2010"
59510;312;"2,127";2;"04-02-2010"
59511;312;"2,274";2;"04-02-2010"
59513;312;"2,516";2;"04-02-2010"
59514;312;"2,269";2;"04-02-2010"
59515;312;"2,118";2;"04-02-2010"
59516;312;"2,127";2;"04-02-2010"
59517;312;"2,274";2;"04-02-2010"
59519;312;"2,516";2;"04-02-2010"
59520;312;"2,269";2;"04-02-2010"
59521;312;"2,118";2;"04-02-2010"
59522;312;"2,127";2;"04-02-2010"
59523;312;"2,274";2;"04-02-2010"
59525;312;"2,516";2;"04-02-2010"
59526;312;"2,269";2;"04-02-2010"
59527;312;"2,118";2;"04-02-2010"
59528;312;"2,127";2;"04-02-2010"
